key	prez_2008	prez_2004	prez_2000	prez_1996	prez_1992	rank	circ	daily	sun	lat	lng	st	city	paper	metro	pop
Daily Breeze	Obama	Bush			GHWBush		66599			33.8358492	-118.3406288	CA	Torrance	Daily Breeze	"#<struct CityMetro st=""CA"", city=""Torrance"", fips_state=""06"", fips_place=""80000"", cbsa_code=""31100"", metro_name=""Los Angeles-Long Beach-Santa Ana, CA MSA"", metro_stature=""MSA"", pop_2007=12875587, pop_2000=12365627, pop_rank=2, pop_chg_pct_00_07=4.12, pop_chg_pct_avg=0.59, pop_at_or_above=31691575, pop_aoa_pct=10.4, metro_st=""CA"", metro_nickname=""Greater Los Angeles, The Southland"", csa_name=""Los Angeles-Long Beach-Riverside, CA CSA"">"	144963
Journal and Courier			Bush							40.4167022	-86.8752869	IN	Lafayette	Journal and Courier	"#<struct CityMetro st=""IN"", city=""Lafayette"", fips_state=""18"", fips_place=""40788"", cbsa_code=""29140"", metro_name=""Lafayette, IN MSA"", metro_stature=""MSA"", pop_2007=192161, pop_2000=178541, pop_rank=215, pop_chg_pct_00_07=7.63, pop_chg_pct_avg=1.09, pop_at_or_above=232625203, pop_aoa_pct=76.2, metro_st=""IN"", metro_nickname="""", csa_name=""Lafayette-Frankfort, IN CSA"">"	62231
Akron Beacon Journal	Obama	Kerry	Gore			82	119929	119929	155436	41.0814447	-81.5190053	OH	Akron	Akron Beacon Journal	"#<struct CityMetro st=""OH"", city=""Akron"", fips_state=""39"", fips_place=""01000"", cbsa_code=""10420"", metro_name=""Akron, OH MSA"", metro_stature=""MSA"", pop_2007=699356, pop_2000=694960, pop_rank=71, pop_chg_pct_00_07=0.63, pop_chg_pct_avg=0.09, pop_at_or_above=180118236, pop_aoa_pct=59.0, metro_st=""OH"", metro_nickname="""", csa_name=""Cleveland-Akron-Elyria, OH CSA"">"	208414
Press Enterprise	McCain	Bush	Bush			63	164189	164189	172730	33.9533487	-117.3961564	CA	Riverside	Press Enterprise	"#<struct CityMetro st=""CA"", city=""Riverside"", fips_state=""06"", fips_place=""62000"", cbsa_code=""40140"", metro_name=""Riverside-San Bernardino-Ontario, CA MSA"", metro_stature=""MSA"", pop_2007=4081371, pop_2000=3254817, pop_rank=14, pop_chg_pct_00_07=25.39, pop_chg_pct_avg=3.63, pop_at_or_above=96231174, pop_aoa_pct=31.5, metro_st=""CA"", metro_nickname=""Inland Empire"", csa_name=""Los Angeles-Long Beach-Riverside, CA CSA"">"	297554
El Paso Times			Bush		Clinton					31.7587198	-106.4869314	TX	El Paso	El Paso Times	"#<struct CityMetro st=""TX"", city=""El Paso"", fips_state=""48"", fips_place=""24000"", cbsa_code=""21340"", metro_name=""El Paso, TX MSA"", metro_stature=""MSA"", pop_2007=734669, pop_2000=679622, pop_rank=68, pop_chg_pct_00_07=8.1, pop_chg_pct_avg=1.16, pop_at_or_above=177992336, pop_aoa_pct=58.3, metro_st=""TX"", metro_nickname=""El Paso County"", csa_name=nil>"	563662
Indianapolis Star	abstain	Bush	Bush	Dole		26	255303	255303	324349	39.7683765	-86.1580423	IN	Indianapolis	Indianapolis Star	"#<struct CityMetro st=""IN"", city=""Indianapolis"", fips_state=""18"", fips_place=""36003"", cbsa_code=""26900"", metro_name=""Indianapolis-Carmel, IN MSA"", metro_stature=""MSA"", pop_2007=1695037, pop_2000=1525104, pop_rank=33, pop_chg_pct_00_07=11.14, pop_chg_pct_avg=1.59, pop_at_or_above=140334214, pop_aoa_pct=46.0, metro_st=""IN"", metro_nickname=""Nine-County Region"", csa_name=""Indianapolis-Anderson-Columbus, IN CSA"">"	773283
Blackwell Journal Tribune				Dole	GHWBush					36.8044767	-97.2828207	OK	Blackwell	Blackwell Journal Tribune	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	7272
York News Times					GHWBush					40.8680673	-97.5919955	NE	York	York News Times	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	7753
Quincy Herald Whig			Bush							39.9356016	-91.4098727	IL	Quincy	Quincy Herald Whig	"#<struct CityMetro st=""IL"", city=""Quincy"", fips_state=""17"", fips_place=""62367"", cbsa_code=""39500"", metro_name=""Quincy, IL-MO uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	39731
Duluth News Tribune			Gore							46.7832731	-92.1065787	MN	Duluth	Duluth News Tribune	"#<struct CityMetro st=""MN"", city=""Duluth"", fips_state=""27"", fips_place=""17000"", cbsa_code=""20260"", metro_name=""Duluth, MN-WI MSA"", metro_stature=""MSA"", pop_2007=274308, pop_2000=275486, pop_rank=164, pop_chg_pct_00_07=-0.43, pop_chg_pct_avg=-0.06, pop_at_or_above=221100412, pop_aoa_pct=72.4, metro_st=""MN-WI"", metro_nickname=""Twin Ports"", csa_name=nil>"	84800
Denver Post	Obama	Bush	Gore	Clinton	Clinton	36	225193	225193	0	39.7391536	-104.9847034	CO	Denver	Denver Post	"#<struct CityMetro st=""CO"", city=""Denver"", fips_state=""08"", fips_place=""20000"", cbsa_code=""19740"", metro_name=""Denver-Aurora, CO MSA"", metro_stature=""MSA"", pop_2007=2464866, pop_2000=2179342, pop_rank=21, pop_chg_pct_00_07=13.1, pop_chg_pct_avg=1.87, pop_at_or_above=116384170, pop_aoa_pct=38.1, metro_st=""CO"", metro_nickname=""The Front Range,Denver Metropolitan Area, Mile-High Area"", csa_name=""Denver-Aurora-Boulder, CO CSA"">"	554636
Detroit News	McCain	N/A	Bush	Dole	GHWBush	49	188171	188171	0	42.331427	-83.0457538	MI	Detroit	Detroit News	"#<struct CityMetro st=""MI"", city=""Detroit"", fips_state=""26"", fips_place=""22000"", cbsa_code=""19820"", metro_name=""Detroit-Warren-Livonia, MI MSA"", metro_stature=""MSA"", pop_2007=4467592, pop_2000=4452559, pop_rank=11, pop_chg_pct_00_07=0.34, pop_chg_pct_avg=0.05, pop_at_or_above=83766478, pop_aoa_pct=27.4, metro_st=""MI"", metro_nickname=""Metro Detroit, Southeast Michigan"", csa_name=""Detroit-Warren-Flint, MI CSA"">"	951270
Daily News (Los Angeles)	Obama	Kerry	Bush			78	137344	137344	145164	34.0522342	-118.2436849	CA	Los Angeles	Daily News (Los Angeles)	"#<struct CityMetro st=""CA"", city=""Los Angeles"", fips_state=""06"", fips_place=""44000"", cbsa_code=""31100"", metro_name=""Los Angeles-Long Beach-Santa Ana, CA MSA"", metro_stature=""MSA"", pop_2007=12875587, pop_2000=12365627, pop_rank=2, pop_chg_pct_00_07=4.12, pop_chg_pct_avg=0.59, pop_at_or_above=31691575, pop_aoa_pct=10.4, metro_st=""CA"", metro_nickname=""Greater Los Angeles, The Southland"", csa_name=""Los Angeles-Long Beach-Riverside, CA CSA"">"	3694820
Florida Today	Obama	Kerry	Gore	Clinton			79499			28.0836269	-80.6081089	FL	Melbourne	Florida Today	"#<struct CityMetro st=""FL"", city=""Melbourne"", fips_state=""12"", fips_place=""43975"", cbsa_code=""37340"", metro_name=""Palm Bay-Melbourne-Titusville, FL MSA"", metro_stature=""MSA"", pop_2007=536161, pop_2000=476230, pop_rank=92, pop_chg_pct_00_07=12.58, pop_chg_pct_avg=1.8, pop_at_or_above=193132645, pop_aoa_pct=63.3, metro_st=""FL"", metro_nickname=""Space Coast"", csa_name=nil>"	76326
Times Reporter	Obama	Bush					22428			40.4897871	-81.4456706	OH	New Philadelphia	Times Reporter	"#<struct CityMetro st=""OH"", city=""New Philadelphia"", fips_state=""39"", fips_place=""55216"", cbsa_code=""35420"", metro_name=""New Philadelphia-Dover, OH uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	17472
Longview News Journal	Obama	Kerry	Gore		Clinton		27590			32.5007038	-94.7404891	TX	Longview	Longview News Journal	"#<struct CityMetro st=""TX"", city=""Longview"", fips_state=""48"", fips_place=""43888"", cbsa_code=""30980"", metro_name=""Longview, TX MSA"", metro_stature=""MSA"", pop_2007=203611, pop_2000=194042, pop_rank=200, pop_chg_pct_00_07=4.93, pop_chg_pct_avg=0.7, pop_at_or_above=229671022, pop_aoa_pct=75.3, metro_st=""TX"", metro_nickname="""", csa_name=""Longview-Marshall, TX CSA"">"	75920
Baltimore Examiner	McCain	none					50000			39.2903848	-76.6121893	MD	Baltimore	Baltimore Examiner	"#<struct CityMetro st=""MD"", city=""Baltimore"", fips_state=""24"", fips_place=""04000"", cbsa_code=""12580"", metro_name=""Baltimore-Towson, MD MSA"", metro_stature=""MSA"", pop_2007=2668056, pop_2000=2552996, pop_rank=20, pop_chg_pct_00_07=4.51, pop_chg_pct_avg=0.64, pop_at_or_above=113919304, pop_aoa_pct=37.3, metro_st=""MD"", metro_nickname=""Baltimore Metro"", csa_name=""Washington-Baltimore-Northern Virginia, DC-MD-VA-WV CSA"">"	610892
Bend Bulletin	McCain	Bush	Bush				32455			44.0581728	-121.3153096	OR	Bend	Bend Bulletin	"#<struct CityMetro st=""OR"", city=""Bend"", fips_state=""41"", fips_place=""05800"", cbsa_code=""13460"", metro_name=""Bend, OR MSA"", metro_stature=""MSA"", pop_2007=154028, pop_2000=115367, pop_rank=258, pop_chg_pct_00_07=33.51, pop_chg_pct_avg=4.79, pop_at_or_above=238558719, pop_aoa_pct=78.2, metro_st=""OR"", metro_nickname=""Deschutes County"", csa_name=""Bend-Prineville, OR CSA"">"	65756
Newton Kansan				Dole	Clinton					38.0466779	-97.3450365	KS	Newton	Newton Kansan	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	18113
Huntsville Times	abstain		Gore							34.7303688	-86.5861037	AL	Huntsville	Huntsville Times	"#<struct CityMetro st=""AL"", city=""Huntsville"", fips_state=""01"", fips_place=""37000"", cbsa_code=""26620"", metro_name=""Huntsville, AL MSA"", metro_stature=""MSA"", pop_2007=386632, pop_2000=342627, pop_rank=130, pop_chg_pct_00_07=12.84, pop_chg_pct_avg=1.83, pop_at_or_above=210050651, pop_aoa_pct=68.8, metro_st=""AL"", metro_nickname="""", csa_name=""Huntsville-Decatur, AL CSA"">"	158216
Merced Sun Star	Obama	Kerry					15015			37.3021633	-120.4829677	CA	Merced	Merced Sun Star	"#<struct CityMetro st=""CA"", city=""Merced"", fips_state=""06"", fips_place=""46898"", cbsa_code=""32900"", metro_name=""Merced, CA MSA"", metro_stature=""MSA"", pop_2007=245514, pop_2000=210554, pop_rank=178, pop_chg_pct_00_07=16.6, pop_chg_pct_avg=2.37, pop_at_or_above=224710288, pop_aoa_pct=73.6, metro_st=""CA"", metro_nickname=""Merced County"", csa_name=nil>"	72619
Sapulpa Daily Herald				Dole	GHWBush					35.9987007	-96.1141664	OK	Sapulpa	Sapulpa Daily Herald	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	19825
Jamestown Sun				Clinton						46.9105438	-98.7084357	ND	Jamestown	Jamestown Sun	"#<struct CityMetro st=""ND"", city=""Jamestown"", fips_state=""38"", fips_place=""40580"", cbsa_code=""27420"", metro_name=""Jamestown, ND uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	15081
Wilmington Star News			Gore							34.2257256	-77.9447102	NC	Wilmington	Wilmington Star News	"#<struct CityMetro st=""NC"", city=""Wilmington"", fips_state=""37"", fips_place=""74440"", cbsa_code=""48900"", metro_name=""Wilmington, NC MSA"", metro_stature=""MSA"", pop_2007=339511, pop_2000=274532, pop_rank=145, pop_chg_pct_00_07=23.67, pop_chg_pct_avg=3.38, pop_at_or_above=215434859, pop_aoa_pct=70.6, metro_st=""NC"", metro_nickname=""Lower Cape Fear"", csa_name=nil>"	92424
Daily Mountain Eagle					Clinton					33.8312185	-87.2775053	AL	Jasper	Daily Mountain Eagle	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	13831
Middletown Journal	Obama						17285			39.5150576	-84.3982763	OH	Middletown	Middletown Journal	"#<struct CityMetro st=""OH"", city=""Middletown"", fips_state=""39"", fips_place=""49840"", cbsa_code=""17140"", metro_name=""Cincinnati-Middletown, OH-KY-IN MSA"", metro_stature=""MSA"", pop_2007=2133678, pop_2000=2009654, pop_rank=24, pop_chg_pct_00_07=6.17, pop_chg_pct_avg=0.88, pop_at_or_above=123048673, pop_aoa_pct=40.3, metro_st=""OH-KY-IN"", metro_nickname=""Greater Cincinnati, The Tri-State"", csa_name=""Cincinnati-Middletown-Wilmington, OH-KY-IN CSA"">"	52834
New Haven Register	Obama	Bush	Bush	Dole	GHWBush		72613			41.3081527	-72.9281578	CT	New Haven	New Haven Register	"#<struct CityMetro st=""CT"", city=""New Haven"", fips_state=""09"", fips_place=""52000"", cbsa_code=""35300"", metro_name=""New Haven-Milford, CT MSA"", metro_stature=""MSA"", pop_2007=845494, pop_2000=824008, pop_rank=58, pop_chg_pct_00_07=2.61, pop_chg_pct_avg=0.37, pop_at_or_above=170036071, pop_aoa_pct=55.7, metro_st=""CT"", metro_nickname=""Greater New Haven"", csa_name=""New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"">"	124922
Southwest News Herald										41.850033	-87.6500523	IL	Chicago	Southwest News Herald	"#<struct CityMetro st=""IL"", city=""Chicago"", fips_state=""17"", fips_place=""14000"", cbsa_code=""16980"", metro_name=""Chicago-Naperville-Joliet, IL-IN-WI MSA"", metro_stature=""MSA"", pop_2007=9524673, pop_2000=9098316, pop_rank=3, pop_chg_pct_00_07=4.68, pop_chg_pct_avg=0.67, pop_at_or_above=41216248, pop_aoa_pct=13.5, metro_st=""IL-IN-WI"", metro_nickname=""Chicagoland"", csa_name=""Chicago-Naperville-Michigan City, IL-IN-WI CSA"">"	2841952
Staten Island Advance			Gore							40.7142691	-74.0059729	NY	New York City	Staten Island Advance	"#<struct CityMetro st=""NY"", city=""New York City"", fips_state=""36"", fips_place=""51000"", cbsa_code=""35620"", metro_name=""New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"", metro_stature=""MSA"", pop_2007=18815988, pop_2000=18323002, pop_rank=1, pop_chg_pct_00_07=2.69, pop_chg_pct_avg=0.38, pop_at_or_above=18815988, pop_aoa_pct=6.2, metro_st=""NY-NJ-PA"", metro_nickname=""Greater New York, Tri-State Region"", csa_name=""New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"">"	8008278
Vindicator	Obama	Bush	Bush				56412			41.0997803	-80.6495194	OH	Youngstown	Vindicator	"#<struct CityMetro st=""OH"", city=""Youngstown"", fips_state=""39"", fips_place=""88000"", cbsa_code=""49660"", metro_name=""Youngstown-Warren-Boardman, OH-PA MSA"", metro_stature=""MSA"", pop_2007=570704, pop_2000=602964, pop_rank=88, pop_chg_pct_00_07=-5.35, pop_chg_pct_avg=-0.76, pop_at_or_above=190944829, pop_aoa_pct=62.6, metro_st=""OH-PA"", metro_nickname=""Mahoning Valley"", csa_name=""Youngstown-Warren-East Liverpool, OH-PA CSA"">"	77540
Tribune			Bush							27.4467056	-80.3256056	FL	Fort Pierce	Tribune	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	37723
Times (Shreveport)	Obama		Gore	Clinton	Clinton		52267			32.5251516	-93.7501789	LA	Shreveport	Times (Shreveport)	"#<struct CityMetro st=""LA"", city=""Shreveport"", fips_state=""22"", fips_place=""70000"", cbsa_code=""43340"", metro_name=""Shreveport-Bossier City, LA MSA"", metro_stature=""MSA"", pop_2007=387583, pop_2000=375968, pop_rank=127, pop_chg_pct_00_07=3.09, pop_chg_pct_avg=0.44, pop_at_or_above=208890095, pop_aoa_pct=68.4, metro_st=""LA"", metro_nickname=""Ark-La-Tex"", csa_name=""Shreveport-Bossier City-Minden, LA CSA"">"	200145
Parsons Sun					Clinton					37.3403384	-95.2610838	KS	Parsons	Parsons Sun	"#<struct CityMetro st=""KS"", city=""Parsons"", fips_state=""20"", fips_place=""54675"", cbsa_code=""37660"", metro_name=""Parsons, KS uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	11227
Corvallis Gazette Times	Obama		Gore				12092			44.5645659	-123.2620435	OR	Corvallis	Corvallis Gazette Times	"#<struct CityMetro st=""OR"", city=""Corvallis"", fips_state=""41"", fips_place=""15800"", cbsa_code=""18700"", metro_name=""Corvallis, OR MSA"", metro_stature=""MSA"", pop_2007=81428, pop_2000=78153, pop_rank=436, pop_chg_pct_00_07=4.19, pop_chg_pct_avg=0.6, pop_at_or_above=251390589, pop_aoa_pct=82.4, metro_st=""OR"", metro_nickname=""Benton County"", csa_name=""Albany-Corvallis-Lebanon, OR CSA"">"	50701
Charlottesville Daily Progress					Clinton					38.0293059	-78.4766781	VA	Charlottesville	Charlottesville Daily Progress	"#<struct CityMetro st=""VA"", city=""Charlottesville"", fips_state=""51"", fips_place=""14968"", cbsa_code=""16820"", metro_name=""Charlottesville, VA MSA"", metro_stature=""MSA"", pop_2007=192779, pop_2000=174021, pop_rank=213, pop_chg_pct_00_07=10.78, pop_chg_pct_avg=1.54, pop_at_or_above=232240625, pop_aoa_pct=76.1, metro_st=""VA"", metro_nickname=nil, csa_name=nil>"	34703
Kane County Chronicle	McCain						12564			41.9141945	-88.3086867	IL	Saint Charles	Kane County Chronicle	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	34485
Tribune Democrat	McCain				GHWBush		37673			40.3267407	-78.9219698	PA	Johnstown	Tribune Democrat	"#<struct CityMetro st=""PA"", city=""Johnstown"", fips_state=""42"", fips_place=""38288"", cbsa_code=""27780"", metro_name=""Johnstown, PA MSA"", metro_stature=""MSA"", pop_2007=144995, pop_2000=152598, pop_rank=279, pop_chg_pct_00_07=-4.98, pop_chg_pct_avg=-0.71, pop_at_or_above=241084653, pop_aoa_pct=79.0, metro_st=""PA"", metro_nickname=nil, csa_name=nil>"	22357
Iola Register				Dole						37.9244799	-95.3999814	KS	Iola	Iola Register	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	5864
Salem News	Obama		Gore				29125			42.51954	-70.8967155	MA	Salem	Salem News	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	42455
Rome News Tribune					GHWBush					34.257038	-85.1646726	GA	Rome	Rome News Tribune	"#<struct CityMetro st=""GA"", city=""Rome"", fips_state=""13"", fips_place=""66668"", cbsa_code=""40660"", metro_name=""Rome, GA MSA"", metro_stature=""MSA"", pop_2007=95618, pop_2000=90565, pop_rank=399, pop_chg_pct_00_07=5.58, pop_chg_pct_avg=0.8, pop_at_or_above=250699901, pop_aoa_pct=82.1, metro_st=""GA"", metro_nickname=nil, csa_name=nil>"	35452
Wheeling News Register	McCain	Bush					12821			40.0639616	-80.7209149	WV	Wheeling	Wheeling News Register	"#<struct CityMetro st=""WV"", city=""Wheeling"", fips_state=""54"", fips_place=""86452"", cbsa_code=""48540"", metro_name=""Wheeling, WV-OH MSA"", metro_stature=""MSA"", pop_2007=145454, pop_2000=153172, pop_rank=277, pop_chg_pct_00_07=-5.04, pop_chg_pct_avg=-0.72, pop_at_or_above=240794298, pop_aoa_pct=78.9, metro_st=""WV-OH"", metro_nickname=nil, csa_name=nil>"	29388
News and Record			Gore	Clinton	Clinton					36.0726355	-79.7919754	NC	Greensboro	News and Record	"#<struct CityMetro st=""NC"", city=""Greensboro"", fips_state=""37"", fips_place=""28000"", cbsa_code=""24660"", metro_name=""Greensboro-High Point, NC MSA"", metro_stature=""MSA"", pop_2007=698497, pop_2000=643447, pop_rank=72, pop_chg_pct_00_07=8.56, pop_chg_pct_avg=1.22, pop_at_or_above=180816733, pop_aoa_pct=59.2, metro_st=""NC"", metro_nickname=""Piedmont Triad"", csa_name=""Greensboro-Winston-Salem-High Point, NC CSA"">"	231769
Press Telegram	Obama	Bush	Gore				85595			33.7669623	-118.1892348	CA	Long Beach	Press Telegram	"#<struct CityMetro st=""CA"", city=""Long Beach"", fips_state=""06"", fips_place=""43000"", cbsa_code=""31100"", metro_name=""Los Angeles-Long Beach-Santa Ana, CA MSA"", metro_stature=""MSA"", pop_2007=12875587, pop_2000=12365627, pop_rank=2, pop_chg_pct_00_07=4.12, pop_chg_pct_avg=0.59, pop_at_or_above=31691575, pop_aoa_pct=10.4, metro_st=""CA"", metro_nickname=""Greater Los Angeles, The Southland"", csa_name=""Los Angeles-Long Beach-Riverside, CA CSA"">"	482618
